Species2_eBird,mean_Tail.LengthF,mean_Tail.LengthM,Mass,Sex,Family2,Order2,Tarsus.Length,Wing.Length,Tail.Length,Tail.Length.2
Ramphocelus carbo,81.9,78.85714286,25.9,Mean,Thraupidae,Passeriformes,21.6,78.1,79.9,79.9
Ramphocelus dimidiatus,71.7,70.875,28,Mean,Thraupidae,Passeriformes,21.5,76.2,71.3,71.3
Ramphocelus flammigerus,69,71.75,33,Mean,Thraupidae,Passeriformes,25,86,71.4,71.4
Ramphocelus melanogaster,73,70,25,Mean,Thraupidae,Passeriformes,20.6,79.2,70.8,70.8
Ramphocelus nigrogularis,76.125,77.875,31,Mean,Thraupidae,Passeriformes,20.4,84.6,77,77
Ramphocelus passerinii,65.81818182,73.10344828,32,Mean,Thraupidae,Passeriformes,22.9,75.9,70.7,70.7
Ramphocelus sanguinolentus,77,77.33333333,41,Mean,Thraupidae,Passeriformes,21.3,88.5,77.2,77.2
Ramphocinclus brachyurus,NA,76.375,50,Mean,Mimidae,Passeriformes,29.6,93.9,76.5,76.5
Ramphocoris clotbey,64,65.66666667,49.1,Mean,Alaudidae,Passeriformes,22.4,126.6,65,65
Ramphotrigon flammulatum,77,79.5,17.2,Mean,Tyrannidae,Passeriformes,17.6,75.5,77.7,77.7
Ramphotrigon fuscicauda,70.5,73,18.6,Mean,Tyrannidae,Passeriformes,17.9,70.7,72.3,72.3
Ramphotrigon megacephalum,53,57,14.2,Mean,Tyrannidae,Passeriformes,15.8,59,55.6,55.6
Ramphotrigon ruficauda,68,71,18.4,Mean,Tyrannidae,Passeriformes,16.3,75.4,70.9,70.9
Ramsayornis fasciatus,NA,46,12.7,Mean,Meliphagidae,Passeriformes,17,70.5,47.2,47.2
Ramsayornis modestus,40.66666667,43.08333333,12.1,Mean,Meliphagidae,Passeriformes,15.9,65.8,40.7,40.7
Randia pseudozosterops,NA,45.5,11,Mean,Bernieridae,Passeriformes,15.9,58,45.5,45.5
Rauenia bonariensis,74.1875,75.2,36,Mean,Thraupidae,Passeriformes,23.1,89,74.7,74.7
Regulus goodfellowi,34,37,4.1,Mean,Regulidae,Passeriformes,17.4,52.5,35.5,35.5
Regulus ignicapilla,37.4,40.16666667,5.6,Mean,Regulidae,Passeriformes,16.5,52.3,39.4,39.4
Regulus madeirensis,40.5,39.75,5.6,Mean,Regulidae,Passeriformes,19.5,54.8,40.1,40.1
Regulus regulus,38.91666667,39.64285714,5.5,Mean,Regulidae,Passeriformes,15,52.9,39.3,39.3
Regulus satrapa,43,42.66666667,6.2,Mean,Regulidae,Passeriformes,16.2,57.2,42.8,42.8
Remiz consobrinus,41.5,45,9.1,Mean,Remizidae,Passeriformes,13.1,55.4,43.6,43.6
Remiz coronatus,40,41.66666667,6.9,Mean,Remizidae,Passeriformes,12.3,52.4,41,41
Remiz pendulinus,48.33333333,48.57142857,9.3,Mean,Remizidae,Passeriformes,13.7,56.1,48.5,48.5
Rhabdornis grandis,NA,54,45.5,Mean,Sturnidae,Passeriformes,22.5,88,53,53
Rhabdornis inornatus,54.5,53.91428571,39.1,Mean,Sturnidae,Passeriformes,20.6,85.5,54.2,54.2
Rhabdornis mystacalis,49.72,47.3875,25.6,Mean,Sturnidae,Passeriformes,19.8,80.6,48.3,48.3
Rhabdornis rabori,63.83333333,62.6,39.1,Mean,Sturnidae,Passeriformes,22.1,91.6,63.1,63.1
Rhagologus leucostigma,NA,64.5,26.8,Mean,Rhagologidae,Passeriformes,20,87.8,64.5,64.5
Rhegmatorhina berlepschi,52.46666667,53.76,31.3,Mean,Thamnophilidae,Passeriformes,27.7,78.7,53.3,53.3
Rhegmatorhina cristata,53.775,56.53333333,31.2,Mean,Thamnophilidae,Passeriformes,28,75.1,55,55
Rhegmatorhina gymnops,50.475,50.42,28.5,Mean,Thamnophilidae,Passeriformes,26.8,76.5,50,50
Rhegmatorhina hoffmannsi,50.2,51.2,31.4,Mean,Thamnophilidae,Passeriformes,28.4,78.9,50.8,50.8
Rhegmatorhina melanosticta,49.02,49.575,31,Mean,Thamnophilidae,Passeriformes,27.5,77.1,48.9,48.9
Rhinocrypta lanceolata,82.33333333,80,61.9,Mean,Rhinocryptidae,Passeriformes,30.2,81.9,81.4,81.4
Rhipidura albicollis,100.6,100.1818182,12.9,Mean,Rhipiduridae,Passeriformes,18.9,78.4,100.3,100.3
Rhipidura albiscapa,81.3,82.5,8.6,Mean,Rhipiduridae,Passeriformes,16.9,73,82.6,82.6
Rhipidura albogularis,96.5,93.83333333,12.9,Mean,Rhipiduridae,Passeriformes,17.9,75.2,94.5,94.5
Rhipidura albolimbata,77.5,77.875,10.9,Mean,Rhipiduridae,Passeriformes,18,76.8,77.8,77.8
Rhipidura atra,88.5,86.1875,12.2,Mean,Rhipiduridae,Passeriformes,22.2,78.7,86.7,86.7
Rhipidura aureola,86.5,84.375,11.2,Mean,Rhipiduridae,Passeriformes,17.8,82.4,84.8,84.8
Rhipidura brachyrhyncha,82,88.75,10.1,Mean,Rhipiduridae,Passeriformes,21.3,73,87.4,87.4
Rhipidura cockerelli,82,82.66666667,17.5,Mean,Rhipiduridae,Passeriformes,16.2,85.8,82.5,82.5
Rhipidura cyaniceps,82.5,84.5,13.6,Mean,Rhipiduridae,Passeriformes,18.1,77.5,84.1,84.1
Rhipidura dahli,65,66.66666667,9.9,Mean,Rhipiduridae,Passeriformes,17.7,65.8,66.8,66.8
Rhipidura dedemi,77,74.4,11,Mean,Rhipiduridae,Passeriformes,17.8,71.1,74.6,74.6
Rhipidura diluta,76,83.2,15,Mean,Rhipiduridae,Passeriformes,18.9,77.2,84.4,84.4
Rhipidura drownei,75,74,11.1,Mean,Rhipiduridae,Passeriformes,18.9,73.1,74.2,74.2
Rhipidura dryas,88.33333333,88.77777778,9.2,Mean,Rhipiduridae,Passeriformes,20.6,69.6,88.7,88.7
Rhipidura euryura,96,90,15,Mean,Rhipiduridae,Passeriformes,16.4,85.7,91.3,91.3
Rhipidura fuliginosa,94.5,93.75,7.5,Mean,Rhipiduridae,Passeriformes,19.4,74.7,93.9,93.9
Rhipidura fuscorufa,83.66666667,83.5,15,Mean,Rhipiduridae,Passeriformes,18.5,85.4,83.6,83.6
Rhipidura habibiei,80,NA,10,Mean,Rhipiduridae,Passeriformes,19.7,65,80,80
Rhipidura hyperythra,90,77.28571429,11.2,Mean,Rhipiduridae,Passeriformes,15.9,78.5,78.9,78.9
Rhipidura javanica,68,66,12.5,Mean,Rhipiduridae,Passeriformes,16.1,68,67.3,67.3
Rhipidura kubaryi,95,85.125,15,Mean,Rhipiduridae,Passeriformes,21.6,74.7,86.2,86.2
Rhipidura lepida,91,82.83333333,15,Mean,Rhipiduridae,Passeriformes,24.2,80,85.7,85.7
Rhipidura leucophrys,103,100.25,27.4,Mean,Rhipiduridae,Passeriformes,26.1,99,101.5,101.5
Rhipidura leucothorax,87,90,17.6,Mean,Rhipiduridae,Passeriformes,20.7,81.5,89.2,89.2
Rhipidura maculipectus,94,90.5,18,Mean,Rhipiduridae,Passeriformes,23.2,80.7,93.3,93.3
Rhipidura malaitae,68,68.85714286,12,Mean,Rhipiduridae,Passeriformes,18.2,73.7,68.9,68.9
Rhipidura matthiae,NA,72.8125,15,Mean,Rhipiduridae,Passeriformes,20.4,69.9,72.8,72.8
Rhipidura nebulosa,80,76,5.8,Mean,Rhipiduridae,Passeriformes,17.9,71.7,76.8,76.8
Rhipidura nigrocinnamomea,83.5,79.75,13,Mean,Rhipiduridae,Passeriformes,18,74.8,80.5,80.5
Rhipidura opistherythra,95,89,15,Mean,Rhipiduridae,Passeriformes,25.1,71.1,89.9,89.9
Rhipidura perlata,87.5,80.77777778,13.4,Mean,Rhipiduridae,Passeriformes,15.1,83.3,81.6,81.6
Rhipidura personata,86.33333333,85.28571429,35.7,Mean,Rhipiduridae,Passeriformes,19.5,78.7,85.6,85.6
Rhipidura phasiana,80.5,76.66666667,6.9,Mean,Rhipiduridae,Passeriformes,17.1,66.8,77.6,77.6
Rhipidura phoenicura,85,84.125,15,Mean,Rhipiduridae,Passeriformes,18.7,73.2,85.2,85.2
Rhipidura rennelliana,98,92.125,14.5,Mean,Rhipiduridae,Passeriformes,20.4,79.6,94.1,94.1
Rhipidura rufidorsa,69,70,9.8,Mean,Rhipiduridae,Passeriformes,16.2,63.8,69.8,69.8
Rhipidura rufifrons,83.83333333,83.5,10.1,Mean,Rhipiduridae,Passeriformes,19,72.1,83.1,83.1
Rhipidura rufiventris,80.75,83.3,12,Mean,Rhipiduridae,Passeriformes,16.1,85,82.1,82.1
Rhipidura semirubra,74.75,72.25,8,Mean,Rhipiduridae,Passeriformes,18.4,66.1,72.9,72.9
Rhipidura superciliaris,74.5,81.5,13.1,Mean,Rhipiduridae,Passeriformes,13.9,76.8,78,78
Rhipidura superflua,81,73.57142857,15,Mean,Rhipiduridae,Passeriformes,18.8,66.3,75.2,75.2
Rhipidura tenebrosa,86,87.16666667,17.3,Mean,Rhipiduridae,Passeriformes,20.8,83.1,86.9,86.9
Rhipidura teysmanni,78.5,84,10.7,Mean,Rhipiduridae,Passeriformes,16.6,71.2,83,83
Rhipidura threnothorax,93.5,93.33333333,17.6,Mean,Rhipiduridae,Passeriformes,22.8,80.8,93.4,93.4
Rhipidura verreauxi,91.8,84,12.9,Mean,Rhipiduridae,Passeriformes,21.2,77.4,86.8,86.8
Rhodinocichla rosea,73.5,81.5,48,Mean,Rhodinocichlidae,Passeriformes,26.2,81.2,78.8,78.8
Rhodopechys sanguineus,59.25,60.9,38.1,Mean,Fringillidae,Passeriformes,18.5,102.2,60.2,60.2
Rhodophoneus cruentus,112.5,109.375,53.3,Mean,Malaconotidae,Passeriformes,33.2,92.1,110,110
Rhodospingus cruentus,37.25,39,11.6,Mean,Thraupidae,Passeriformes,15.8,55.7,38.3,38.3
Rhodospiza obsoleta,66.25,65.5,25.5,Mean,Fringillidae,Passeriformes,16.8,85.6,65.8,65.8
Rhodothraupis celaeno,92.725,95.85,60,Mean,Cardinalidae,Passeriformes,22.9,101.3,94.3,94.3
Rhopias gularis,38,37.5,11.3,Mean,Thamnophilidae,Passeriformes,15.7,51.8,32.5,32.5
Rhopophilus albosuperciliaris,96.75,94.33333333,18,Mean,Sylviidae,Passeriformes,24.6,66,95.3,95.3
Rhopornis ardesiacus,90,87.075,26.3,Mean,Thamnophilidae,Passeriformes,31.3,71.1,87.7,87.7
Rhopospina alaudina,52,57.875,23.9,Mean,Thraupidae,Passeriformes,21.4,75.1,55.9,55.9
Rhopospina caerulescens,52,59.33333333,13,Mean,Thraupidae,Passeriformes,18,62.5,57.5,57.5
Rhopospina carbonaria,59,57.25,17.9,Mean,Thraupidae,Passeriformes,18.7,72,58.5,58.5
Rhopospina fruticeti,68,76.33333333,38.8,Mean,Thraupidae,Passeriformes,24.7,95.6,73,73
Rhynchocyclus brevirostris,63,64.5,24.3,Mean,Tyrannidae,Passeriformes,18.8,76.6,63.8,63.8
Rhynchocyclus fulvipectus,66,73.25,23.1,Mean,Tyrannidae,Passeriformes,18.9,77.2,70.2,70.2
Rhynchocyclus olivaceus,63.13333333,67.35714286,21.3,Mean,Tyrannidae,Passeriformes,18,73.9,64.1,64.1
Rhynchocyclus pacificus,66.33333333,66,25,Mean,Tyrannidae,Passeriformes,18.6,78.6,66.2,66.2
Rhynchophanes mccownii,52.5,60.66666667,25.7,Mean,Calcariidae,Passeriformes,18.6,90.3,57.4,57.4
Rhynchospiza dabbenei,NA,76,22.2,Mean,Passerellidae,Passeriformes,21.1,76,76,76
Rhynchospiza stolzmanni,NA,56.375,25.6,Mean,Passerellidae,Passeriformes,20.9,68,56.4,56.4
Rhynchospiza strigiceps,NA,70.33333333,22.2,Mean,Passerellidae,Passeriformes,19.8,62.3,70.3,70.3
Rhynchostruthus louisae,46.66666667,47.66666667,28.3,Mean,Fringillidae,Passeriformes,17.3,80.9,47.2,47.2
Rhynchostruthus percivali,49.5,54.5,28.3,Mean,Fringillidae,Passeriformes,17,88.9,52,52
Rhynchostruthus socotranus,50.5,55.5,28.3,Mean,Fringillidae,Passeriformes,19.3,85.5,53,53
Rhytipterna holerythra,90.9,94.09090909,36.8,Mean,Tyrannidae,Passeriformes,23.6,103.1,92.6,92.6
Rhytipterna immunda,79,80.66666667,27.4,Mean,Tyrannidae,Passeriformes,21.6,86,80.2,80.2
Rhytipterna simplex,93.55384615,97.24285714,31.8,Mean,Tyrannidae,Passeriformes,21.3,96.8,95.3,95.3
Ridgwayia pinicola,91,89.33333333,88,Mean,Turdidae,Passeriformes,26.3,130.2,90,90
Riparia chinensis,42.06666667,42,9.8,Mean,Hirundinidae,Passeriformes,11.3,89.9,42,42
Riparia congica,44.5,45.5,16.5,Mean,Hirundinidae,Passeriformes,10.3,92.3,45,45
Riparia diluta,49.25,51.375,15.2,Mean,Hirundinidae,Passeriformes,10.7,99.2,50.3,50.3
Riparia paludicola,48.9875,48.94285714,13.5,Mean,Hirundinidae,Passeriformes,10.3,101.2,49,49
Riparia riparia,49.325,46.1875,12.7,Mean,Hirundinidae,Passeriformes,10.5,101.8,47.2,47.2
Robsonius sorsogonensis,NA,74,61,Mean,Locustellidae,Passeriformes,31.4,79.2,72.5,72.5
Robsonius thompsoni,78,60,61,Mean,Locustellidae,Passeriformes,32.6,86.5,69,69
Roraimia adusta,NA,61,16.2,Mean,Furnariidae,Passeriformes,20.9,63.3,63,63
Rowettia goughensis,74,81.66666667,53,Mean,Thraupidae,Passeriformes,26.8,97.8,78.6,78.6
Rubigula cyaniventris,57,60.33333333,22,Mean,Pycnonotidae,Passeriformes,14.2,75.6,58.6,58.6
Rubigula dispar,83,88.5,29.3,Mean,Pycnonotidae,Passeriformes,15.5,79.5,85.8,85.8
Rubigula erythropthalmos,62.5,64.66666667,19.2,Mean,Pycnonotidae,Passeriformes,16,74.2,63.8,63.8
Rubigula flaviventris,84.76666667,91.16666667,29.3,Mean,Pycnonotidae,Passeriformes,15,88.2,88,88
Rubigula gularis,78,78,29.3,Mean,Pycnonotidae,Passeriformes,14.4,73.8,78,78
Rubigula melanicterus,67.5,72.66666667,29.3,Mean,Pycnonotidae,Passeriformes,15.2,72,70.6,70.6
Rubigula montis,69.5,79.5,29.3,Mean,Pycnonotidae,Passeriformes,15,79,74.5,74.5
Rubigula squamata,58.5,59,22,Mean,Pycnonotidae,Passeriformes,15.2,73.8,60.2,60.2
Rukia longirostra,NA,46,17.9,Mean,Zosteropidae,Passeriformes,19.7,69.2,46,46
Rukia ruki,NA,55,21,Mean,Zosteropidae,Passeriformes,23.3,80,55,55
Rupicola peruvianus,120.4,120.375,242.5,Mean,Cotingidae,Passeriformes,36.7,183.5,120.3,120.3
Rupicola rupicola,87,83.66666667,194.6,Mean,Cotingidae,Passeriformes,34,177.8,88.8,88.8
Sakesphorus canadensis,56.575,57.85,24.4,Mean,Thamnophilidae,Passeriformes,24.7,71.3,57.4,57.4
Sakesphorus cristatus,58.76363636,57.26,17.7,Mean,Thamnophilidae,Passeriformes,23.4,66.9,58.3,58.3
Sakesphorus luctuosus,64.7,66.16666667,31.4,Mean,Thamnophilidae,Passeriformes,25,79.3,65.4,65.4
Salpinctes obsoletus,49,60,16.4,Mean,Troglodytidae,Passeriformes,20.1,69,55.6,55.6
Salpornis spilonota,57,57.25,14.8,Mean,Certhiidae,Passeriformes,16.8,90.7,57.2,57.2
Saltator albicollis,78,87.5,41.3,Mean,Thraupidae,Passeriformes,25.7,100.8,82.8,82.8
Saltator atriceps,105.5,114.8,83.8,Mean,Thraupidae,Passeriformes,28.6,118.2,111.9,111.9
Saltator atripennis,102.3333333,96.75,55,Mean,Thraupidae,Passeriformes,24.2,102.5,99,99
Saltator aurantiirostris,98.25,95,41.9,Mean,Thraupidae,Passeriformes,27,100.7,96.4,96.4
Saltator cinctus,111.3333333,117,48.6,Mean,Thraupidae,Passeriformes,27.4,96.8,112.8,112.8
Saltator coerulescens,95.5,95.5,54.9,Mean,Thraupidae,Passeriformes,26.8,100.7,95.5,95.5
Saltator fuliginosus,103,113,44,Mean,Thraupidae,Passeriformes,25.6,105,105.4,105.4
Saltator grandis,96.66666667,101,54.9,Mean,Thraupidae,Passeriformes,26.1,99.1,97.9,97.9
Saltator grossus,86.14285714,88.91666667,44.2,Mean,Thraupidae,Passeriformes,23.7,96.1,87.4,87.4
Saltator maxillosus,110,NA,50.8,Mean,Thraupidae,Passeriformes,22.3,98,106,106
Saltator maximus,85.25,89.97222222,47.6,Mean,Thraupidae,Passeriformes,25.3,96.1,88.9,88.9
Saltator nigriceps,107,104.3333333,71,Mean,Thraupidae,Passeriformes,30.9,105.4,105,105
Saltator olivascens,96,102,54.9,Mean,Thraupidae,Passeriformes,26.4,98.2,99,99
Saltator orenocensis,81,NA,33.7,Mean,Thraupidae,Passeriformes,25.1,85,81.2,81.2
Saltator similis,93,95.1,43.3,Mean,Thraupidae,Passeriformes,23.9,99.8,94,94
Saltator striatipectus,92,91.5,39,Mean,Thraupidae,Passeriformes,27.3,90.8,87.4,87.4
Saltatricula atricollis,87.5,89.06666667,53.8,Mean,Thraupidae,Passeriformes,26.6,91.9,88.4,88.4
Saltatricula multicolor,75.5,79.33333333,22.2,Mean,Thraupidae,Passeriformes,21.5,70.8,77.8,77.8
Sapayoa aenigma,55,59.5,20.8,Mean,Sapayoidae,Passeriformes,14.5,80.2,61.5,61.5
Sarcophanops samarensis,72,96,27.1,Mean,Eurylaimidae,Passeriformes,27.3,129.4,82,82
Sarcophanops steerii,52.5,58.5,38.7,Mean,Eurylaimidae,Passeriformes,21.4,80.7,56.5,56.5
Sarcops calvus,112,115.75,142,Mean,Sturnidae,Passeriformes,31.1,124.7,113.1,113.1
Saroglossa spilopterus,52,58.125,47.5,Mean,Sturnidae,Passeriformes,22,105.7,56.9,56.9
Satrapa icterophrys,66.05714286,72.46,21.5,Mean,Tyrannidae,Passeriformes,18.8,86.6,68.7,68.7
Saxicola caprata,50.99230769,51.8,15.2,Mean,Muscicapidae,Passeriformes,20.9,70.1,51.5,51.5
Saxicola dacotiae,46.1,45.9,12.2,Mean,Muscicapidae,Passeriformes,22,60.8,46,46
Saxicola ferreus,59.18333333,59.51666667,14.7,Mean,Muscicapidae,Passeriformes,20.8,66.3,59.4,59.4
Saxicola gutturalis,64.5,70,15.3,Mean,Muscicapidae,Passeriformes,24.4,71.4,67.8,67.8
Saxicola insignis,56.575,59.1,15.3,Mean,Muscicapidae,Passeriformes,25.6,87.9,57.8,57.8
Saxicola jerdoni,64.4,65.46666667,15.3,Mean,Muscicapidae,Passeriformes,21.1,67,64.9,64.9
Saxicola leucurus,46.66666667,48.74,14.1,Mean,Muscicapidae,Passeriformes,20.9,67.9,48,48
Saxicola macrorhynchus,52.925,55.9,15.3,Mean,Muscicapidae,Passeriformes,23.5,75.1,54.6,54.6
Saxicola maurus,48.87142857,48.95,12.6,Mean,Muscicapidae,Passeriformes,21.3,69.4,48.9,48.9
Saxicola rubetra,46.35,48.14,16.6,Mean,Muscicapidae,Passeriformes,22.3,76.5,47.3,47.3
Saxicola rubicola,43.8,45.9,15.3,Mean,Muscicapidae,Passeriformes,22.2,64.6,44.9,44.9
Saxicola stejnegeri,49.225,51.3,15.4,Mean,Muscicapidae,Passeriformes,21.1,68.8,50.1,50.1
Saxicola tectes,46,51,12.6,Mean,Muscicapidae,Passeriformes,22.5,62.8,47.5,47.5
Saxicola torquatus,47.54285714,51.01111111,14.1,Mean,Muscicapidae,Passeriformes,22.6,67.7,49.5,49.5
Sayornis nigricans,76.85,77.25,18.6,Mean,Tyrannidae,Passeriformes,17.4,86.3,77.2,77.2
Sayornis phoebe,67,72.16666667,19.7,Mean,Tyrannidae,Passeriformes,17.7,83.9,70.1,70.1
Sayornis saya,76.5,82,20.9,Mean,Tyrannidae,Passeriformes,20.2,104.4,79.8,79.8
Scelorchilus albicollis,77,80,47.3,Mean,Rhinocryptidae,Passeriformes,35.4,75,78.5,78.5
Scelorchilus rubecula,67,65.06666667,56.7,Mean,Rhinocryptidae,Passeriformes,36.2,70.3,65.8,65.8
Scenopoeetes dentirostris,103,107.3333333,163.4,Mean,Ptilonorhynchidae,Passeriformes,31.6,145,104.8,104.8
Scepomycter winifredae,50,55.75,14.8,Mean,Cisticolidae,Passeriformes,22.1,56.3,53.8,53.8
Schetba rufa,73.66666667,74.33333333,37.3,Mean,Vangidae,Passeriformes,22.7,102.5,74.2,74.2
Schiffornis aenea,68,69.5,31.7,Mean,Tityridae,Passeriformes,22.7,91.5,68.8,68.8
Schiffornis major,52,57,31,Mean,Tityridae,Passeriformes,18.8,78.3,55.3,55.3
Schiffornis stenorhyncha,73.75,77.5,31.7,Mean,Tityridae,Passeriformes,21.6,88.8,75,75
Schiffornis turdina,66.325,69.42857143,31.7,Mean,Tityridae,Passeriformes,22.1,92.1,67.7,67.7
Schiffornis veraepacis,76,72,31.1,Mean,Tityridae,Passeriformes,21.1,87.3,70.2,70.2
Schiffornis virescens,63.5,64.66666667,25.6,Mean,Tityridae,Passeriformes,21.4,80.2,64.2,64.2
Schistochlamys melanopis,77.16666667,82.5,33,Mean,Thraupidae,Passeriformes,22.9,83.9,79.8,79.8
Schistochlamys ruficapillus,72.55,74.725,31.2,Mean,Thraupidae,Passeriformes,23.5,81,71.4,71.4
Schistolais leontica,48.75,54.5,12.4,Mean,Cisticolidae,Passeriformes,20.9,53.1,52.2,52.2
Schistolais leucopogon,56,62.8,11.7,Mean,Cisticolidae,Passeriformes,21.2,56.7,59.8,59.8
Schoenicola platyurus,71,70,20,Mean,Locustellidae,Passeriformes,21.6,64.3,70.4,70.4
Schoenicola striatus,83.5,85.33333333,31.5,Mean,Locustellidae,Passeriformes,27.3,83,84.6,84.6
Schoeniophylax phryganophilus,104,112,18.6,Mean,Furnariidae,Passeriformes,21.7,61.4,109.3,109.3
Schoeniparus brunneus,47,50,17.4,Mean,Pellorneidae,Passeriformes,22.6,59.1,48.8,48.8
Schoeniparus castaneceps,41.5,41.16666667,12.5,Mean,Pellorneidae,Passeriformes,19.1,53.7,41.3,41.3
Schoeniparus cinereus,40.5,42.5,11,Mean,Pellorneidae,Passeriformes,20.3,53.5,41,41
Schoeniparus dubius,60,58,18,Mean,Pellorneidae,Passeriformes,22.6,57.1,59.6,59.6
Schoeniparus klossi,51,49.5,12.5,Mean,Pellorneidae,Passeriformes,19.9,55.8,49.5,49.5
Schoeniparus rufogularis,49.5,50.83333333,13.2,Mean,Pellorneidae,Passeriformes,21,55.7,50.3,50.3
Schoeniparus variegaticeps,41.5,42,13.2,Mean,Pellorneidae,Passeriformes,20.3,54.3,42.1,42.1
Sciaphylax castanea,42.475,38.95,16,Mean,Thamnophilidae,Passeriformes,24.1,56.7,40.7,40.7
Sciaphylax hemimelaena,36.38,38.61428571,16,Mean,Thamnophilidae,Passeriformes,23.4,54.6,37.5,37.5
Scissirostrum dubium,82,79.5,50,Mean,Sturnidae,Passeriformes,21.6,95.9,78.2,78.2
Sclateria naevia,53.975,49.48,24.6,Mean,Thamnophilidae,Passeriformes,25.2,68.6,51.5,51.5
Sclerurus caudacutus,65,63.33333333,36.2,Mean,Furnariidae,Passeriformes,22.6,90,63.4,63.4
Sclerurus guatemalensis,NA,63,34.7,Mean,Furnariidae,Passeriformes,21.7,87.7,61.8,61.8
Sclerurus mexicanus,NA,50,25.1,Mean,Furnariidae,Passeriformes,20.9,78,50,50
Sclerurus obscurior,56,59.08,25.1,Mean,Furnariidae,Passeriformes,22.6,79.9,58.2,58.2
Sclerurus rufigularis,61,61.5,21.6,Mean,Furnariidae,Passeriformes,21.1,78.3,61.2,61.2
Sclerurus scansor,62.16,64.91428571,36.9,Mean,Furnariidae,Passeriformes,20.8,86,63.8,63.8
Scotocerca inquieta,51,50,8.2,Mean,Scotocercidae,Passeriformes,19.2,49.2,50.5,50.5
Scytalopus acutirostris,30,38.675,18.1,Mean,Rhinocryptidae,Passeriformes,20.3,51.9,36.9,36.9
Scytalopus affinis,41.36666667,38,13.1,Mean,Rhinocryptidae,Passeriformes,19,50.2,39.4,39.4
Scytalopus altirostris,36,38.66666667,19.5,Mean,Rhinocryptidae,Passeriformes,21.9,53.5,38,38
Scytalopus alvarezlopezi,NA,42.9,24.7,Mean,Rhinocryptidae,Passeriformes,22.1,57.1,42.9,42.9
Scytalopus androstictus,40,36,18.2,Mean,Rhinocryptidae,Passeriformes,21.9,54,37.3,37.3
Scytalopus argentifrons,42,39.78,17,Mean,Rhinocryptidae,Passeriformes,19.9,51.7,40.4,40.4
Scytalopus atratus,43,44.7,25.7,Mean,Rhinocryptidae,Passeriformes,23.3,55,43.9,43.9
Scytalopus bolivianus,35.5,37.2,20.8,Mean,Rhinocryptidae,Passeriformes,22.4,52.8,36.4,36.4
Scytalopus canus,NA,37,18.2,Mean,Rhinocryptidae,Passeriformes,21.7,50.5,37,37
Scytalopus caracae,40.25,41.9,24,Mean,Rhinocryptidae,Passeriformes,21.1,55.6,41.2,41.2
Scytalopus chocoensis,45,38.06666667,20,Mean,Rhinocryptidae,Passeriformes,20.4,50,40.8,40.8
Scytalopus diamantinensis,38.4,NA,16.4,Mean,Rhinocryptidae,Passeriformes,20.4,49.8,37.5,37.5
Scytalopus femoralis,52,52.13333333,23.2,Mean,Rhinocryptidae,Passeriformes,26.1,61.4,52.1,52.1
Scytalopus frankeae,35.5,39,17.2,Mean,Rhinocryptidae,Passeriformes,20.4,52,37.2,37.2
Scytalopus fuscus,37.5,41,13.7,Mean,Rhinocryptidae,Passeriformes,19,51.5,39.2,39.2
Scytalopus griseicollis,37.5,41.33333333,18.1,Mean,Rhinocryptidae,Passeriformes,22.3,52.6,39.8,39.8
Scytalopus iraiensis,39,41,12.4,Mean,Rhinocryptidae,Passeriformes,19,48.5,40,40
Scytalopus krabbei,40,40.5,17.5,Mean,Rhinocryptidae,Passeriformes,23.5,57.5,40.2,40.2
Scytalopus latebricola,41.65,40.13333333,18.1,Mean,Rhinocryptidae,Passeriformes,23.4,58.2,40.7,40.7
Scytalopus latrans,35.66666667,41.42222222,17.6,Mean,Rhinocryptidae,Passeriformes,21.4,55.9,40.1,40.1
Scytalopus macropus,53,51.725,37.1,Mean,Rhinocryptidae,Passeriformes,29.9,71.3,52,52
Scytalopus magellanicus,33.88,34.9,13.7,Mean,Rhinocryptidae,Passeriformes,19.3,48.1,34.4,34.4
Scytalopus meridanus,35,37,20,Mean,Rhinocryptidae,Passeriformes,21.3,52.5,36.3,36.3
Scytalopus micropterus,51.6,55.05,29.7,Mean,Rhinocryptidae,Passeriformes,23.7,60.7,51.2,51.2
Scytalopus novacapitalis,45.3,49.3,18.9,Mean,Rhinocryptidae,Passeriformes,17.7,51.5,48.3,48.3
Scytalopus pachecoi,38,41.5,15,Mean,Rhinocryptidae,Passeriformes,18.2,46.4,39.8,39.8
Scytalopus panamensis,39,46.2,23,Mean,Rhinocryptidae,Passeriformes,20.5,54.8,44.4,44.4
Scytalopus parkeri,43.88,45.92,21.3,Mean,Rhinocryptidae,Passeriformes,23.3,60.2,44.9,44.9
Scytalopus parvirostris,38,44.25,17.8,Mean,Rhinocryptidae,Passeriformes,23,57.2,43,43
Scytalopus rodriguezi,41.25,44.73333333,21.6,Mean,Rhinocryptidae,Passeriformes,21.3,54.8,43.3,43.3
Scytalopus sanctaemartae,NA,35.5,23.2,Mean,Rhinocryptidae,Passeriformes,20.1,47,35.5,35.5
Scytalopus schulenbergi,30,32.23333333,16.1,Mean,Rhinocryptidae,Passeriformes,22.6,53.1,33.3,33.3
Scytalopus simonsi,NA,37.2,16.6,Mean,Rhinocryptidae,Passeriformes,20.6,52.6,37.2,37.2
Scytalopus speluncae,44.34,41.4,13,Mean,Rhinocryptidae,Passeriformes,19.1,50.2,43,43
